storeid,itemid,price
777,37,4.53,2020-05-13
378,50,48.67,2020-05-23
437,9,32.89,2020-12-05
127,29,56.25,2020-12-15
524,43,13.72,2020-06-07
122,22,85.94,2020-12-15
827,36,47.2,2020-11-14
64,17,62.38,2020-04-08
852,38,40.01,2020-11-15
808,11,13.79,2020-01-03
552,43,87.61,2020-11-19
120,27,40.08,2020-03-11
79,17,80.52,2020-01-25
722,25,45.64,2020-09-07
194,40,39.17,2020-02-21
281,33,73.43,2020-04-29
711,33,32.72,2020-03-12
437,18,90.26,2020-10-11
580,49,83.3,2020-04-11
256,16,51.71,2020-11-08
480,32,63.77,2020-05-19
201,30,48.1,2020-04-30
626,18,53.4,2020-03-29
459,11,25.09,2020-05-30
391,22,31.32,2020-06-05
190,33,69.66,2020-02-08
382,8,43.12,2020-01-30
290,22,57.13,2020-12-30
764,23,39.21,2020-12-17
402,50,66.35,2020-09-22
286,50,22.46,2020-05-29
814,27,81.14,2020-06-20
465,28,61.84,2020-11-30
544,22,93.38,2020-05-16
15,8,53.7,2020-10-24
751,22,4.49,2020-08-30
819,3,24.4,2020-02-19
473,44,0.64,2020-01-23
681,28,50.08,2020-03-20
907,3,69.92,2020-02-12
936,49,44.6,2020-01-28
494,35,72.22,2020-08-16
582,27,77.18,2020-04-09
252,20,14.35,2020-10-09
442,42,88.27,2020-10-13
201,1,50.72,2020-01-31
834,33,26.11,2020-11-03
854,8,7.36,2020-09-16
482,6,85.75,2020-11-10
732,36,9.82,2020-09-29
760,16,69.5,2020-02-15
856,18,3.17,2020-01-27
398,48,53.77,2020-02-06
853,32,16.17,2020-09-17
108,38,26.31,2020-09-02
116,34,79.17,2020-11-10
579,41,82.19,2020-04-22
369,11,30.67,2020-07-23
247,17,70.6,2020-04-03
318,19,0.84,2020-04-26
928,4,39.21,2020-05-15
843,36,87.15,2020-08-23
200,24,54.09,2020-01-18
552,31,95.69,2020-09-28
293,5,90.23,2020-07-06
593,6,95.65,2020-02-11
862,7,76.52,2020-06-02
203,34,24.05,2020-02-27
244,11,84.63,2020-05-29
764,31,55.46,2020-01-01
460,30,57.09,2020-01-28
594,47,46.6,2020-08-06
557,9,3.9,2020-05-30
66,42,9.75,2020-09-14
964,37,29.58,2020-09-09
296,25,85.32,2020-05-03
600,33,79.72,2020-02-05
670,5,74.89,2020-05-05
827,11,35.91,2020-07-06
922,36,12.13,2020-07-03
389,9,85.13,2020-05-18
539,36,64.69,2020-04-07
380,23,69.42,2020-08-28
820,19,91.78,2020-06-30
406,50,28.51,2020-10-12
632,18,52.73,2020-10-08
321,3,25.29,2020-03-29
133,4,11.54,2020-12-23
206,9,50.64,2020-06-12
852,1,93.39,2020-04-18
662,49,4.36,2020-11-07
572,36,32.48,2020-06-07
42,44,32.07,2020-04-20
280,50,83.92,2020-12-19
775,6,98.85,2020-07-28
462,47,67.51,2020-10-17
565,26,57.38,2020-04-01
654,33,28.35,2020-06-26
544,19,90.09,2020-09-26
271,29,35.86,2020-08-19
479,20,89.67,2020-02-19
671,21,9.59,2020-03-18
423,41,17.97,2020-08-18
759,46,20.14,2020-01-23
349,4,59.92,2020-01-17
800,13,17.32,2020-07-26
579,11,84.45,2020-11-05
171,49,41.23,2020-05-28
500,9,34.64,2020-04-26
555,15,30.42,2020-02-01
642,27,91.58,2020-07-08
774,41,92.66,2020-07-10
62,37,18.73,2020-05-31
247,50,77.5,2020-05-22
592,23,41.25,2020-11-22
555,43,57.38,2020-05-10
367,12,6.98,2020-09-10
552,2,54.15,2020-04-21
672,37,7.1,2020-03-11
864,9,44.26,2020-04-23
529,5,9.7,2020-01-14
170,24,25.54,2020-06-22
389,19,87.04,2020-09-16
123,13,88.93,2020-07-06
821,31,26.09,2020-10-14
183,11,68.22,2020-10-02
103,27,29.59,2020-03-11
811,11,52.8,2020-07-29
226,25,90.07,2020-04-26
160,37,91.46,2020-08-12
217,13,76.83,2020-01-15
645,6,35.51,2020-08-24
490,41,25.63,2020-03-18
446,23,36.44,2020-05-13
24,25,38.45,2020-01-03
862,13,69.13,2020-10-08
726,19,97.39,2020-11-01
493,2,32.83,2020-08-31
381,15,70.3,2020-02-25
959,17,52.55,2020-01-13
329,7,3.16,2020-11-13
346,22,88.12,2020-09-04
894,36,99.22,2020-10-02
774,2,49.02,2020-12-01
437,36,75.4,2020-10-01
653,34,9.66,2020-02-16
170,17,81.62,2020-05-05
526,44,50.82,2020-11-08
780,46,77.6,2020-05-25
831,6,38.89,2020-12-12
390,39,91.18,2020-06-18
539,15,22.6,2020-08-02
872,5,19.0,2020-03-22
772,37,4.73,2020-03-19
701,21,62.24,2020-02-28
586,49,23.02,2020-06-22
829,5,28.42,2020-08-16
789,36,20.47,2020-03-24
856,43,69.24,2020-05-11
75,13,1.19,2020-06-03
552,18,5.4,2020-03-22
35,9,21.43,2020-12-17
550,29,28.79,2020-10-31
308,21,97.95,2020-03-12
478,41,5.57,2020-11-29
480,32,63.6,2020-07-07
748,12,63.38,2020-06-06
868,23,4.12,2020-11-04
663,18,67.49,2020-10-24
931,30,88.63,2020-06-23
475,14,4.37,2020-10-30
629,17,53.12,2020-07-16
217,6,81.4,2020-05-27
732,37,2.01,2020-11-23
181,29,95.05,2020-04-08
579,46,3.7,2020-11-22
274,19,24.54,2020-06-16
76,42,56.34,2020-09-26
912,48,70.9,2020-02-05
216,18,54.35,2020-01-18
215,38,24.45,2020-10-07
180,13,76.74,2020-08-29
516,37,63.48,2020-08-24
923,17,9.12,2020-06-17
786,13,38.87,2020-03-03
571,13,79.11,2020-11-05
999,47,83.13,2020-03-08
849,42,6.52,2020-02-08
172,37,66.75,2020-07-31
400,43,28.2,2020-10-14
622,10,55.45,2020-11-04
436,49,83.82,2020-09-28
480,2,75.48,2020-09-26
365,19,93.09,2020-08-10
710,26,1.83,2020-03-15
857,18,35.02,2020-01-12
788,39,98.07,2020-02-25
11,37,38.95,2020-05-11
400,11,43.33,2020-10-05
261,3,41.77,2020-05-18
500,11,94.55,2020-11-23
769,14,18.73,2020-01-21
534,18,24.2,2020-11-08
472,37,20.11,2020-07-21
278,11,74.12,2020-11-10
5,25,43.01,2020-12-11
688,26,58.42,2020-01-14
739,27,57.25,2020-01-08
881,29,0.66,2020-08-19
747,25,53.62,2020-08-24
121,2,38.35,2020-04-03
398,12,96.51,2020-06-28
350,31,96.11,2020-08-11
528,2,41.2,2020-01-24
847,37,95.44,2020-12-08
816,20,26.57,2020-05-13
474,13,17.72,2020-07-24
678,29,9.02,2020-03-25
444,46,40.37,2020-06-21
975,47,95.56,2020-05-16
493,5,11.32,2020-03-17
349,7,0.31,2020-09-15
681,20,4.85,2020-06-17
503,13,45.79,2020-11-26
277,21,53.04,2020-08-13
589,37,89.94,2020-01-30
946,35,6.38,2020-08-23
654,1,76.85,2020-06-10
326,46,98.53,2020-04-26
284,44,86.6,2020-09-15
610,39,16.06,2020-03-28
785,19,71.19,2020-05-22
472,47,83.33,2020-08-21
75,48,13.12,2020-06-23
164,5,67.52,2020-12-17
343,15,28.13,2020-05-04
637,5,0.62,2020-03-18
112,43,32.22,2020-04-24
178,50,66.62,2020-11-23
607,20,3.25,2020-06-26
579,30,74.45,2020-03-22
680,4,23.98,2020-09-07
591,12,40.0,2020-11-11
864,15,35.68,2020-02-05
944,37,15.78,2020-05-30
574,27,62.78,2020-01-31
758,40,30.19,2020-08-17
614,10,72.48,2020-10-05
12,45,23.39,2020-07-11
797,42,53.2,2020-11-24
552,17,47.6,2020-08-26
59,23,95.95,2020-09-28
393,20,96.87,2020-04-07
653,28,47.12,2020-04-12
912,47,57.34,2020-05-10
391,21,8.29,2020-03-08
50,50,31.07,2020-02-25
943,21,46.21,2020-05-26
697,23,33.25,2020-12-10
342,12,43.51,2020-06-01
329,29,74.99,2020-11-25
975,9,25.91,2020-05-07
119,50,36.46,2020-10-18
759,38,98.55,2020-02-29
181,48,50.21,2020-09-19
309,47,44.93,2020-03-20
638,6,7.34,2020-10-03
482,24,10.02,2020-12-12
225,9,97.02,2020-01-03
244,40,15.5,2020-03-20
813,17,41.52,2020-01-17
826,25,41.4,2020-04-15
688,2,78.09,2020-02-12
104,49,8.74,2020-03-08
596,21,22.69,2020-11-26
204,28,80.95,2020-01-24
32,32,24.56,2020-07-05
631,30,8.76,2020-05-14
138,7,10.05,2020-02-16
247,42,71.36,2020-03-09
177,31,97.56,2020-09-17
2,49,60.53,2020-07-04
43,17,77.68,2020-03-31
218,44,33.03,2020-03-28
862,19,15.42,2020-06-03
567,4,91.88,2020-11-17
567,20,16.62,2020-05-26
566,4,74.41,2020-02-01
985,38,49.73,2020-12-28
433,13,19.21,2020-07-10
125,19,97.41,2020-05-21
575,25,75.61,2020-07-10
695,40,77.95,2020-04-16
505,31,8.03,2020-07-29
762,42,69.54,2020-07-23
321,24,43.17,2020-12-08
292,25,48.56,2020-07-14
63,41,70.57,2020-03-15
163,16,80.77,2020-07-23
217,46,78.4,2020-10-15
796,45,12.06,2020-05-31
767,23,32.55,2020-09-13
520,42,48.33,2020-04-09
110,39,96.77,2020-03-29
563,1,53.66,2020-10-11
695,39,92.64,2020-07-22
960,43,14.88,2020-09-09
987,17,55.99,2020-07-24
159,46,55.15,2020-09-02
104,10,14.54,2020-09-05
878,35,50.68,2020-02-26
901,21,15.39,2020-03-25
864,29,75.67,2020-04-01
457,24,57.73,2020-04-12
362,42,96.25,2020-04-19
325,14,42.32,2020-08-11
205,15,47.68,2020-04-25
812,42,98.75,2020-01-20
393,19,66.48,2020-08-21
248,43,11.56,2020-01-27
183,6,22.94,2020-07-30
612,5,6.97,2020-04-17
950,2,3.38,2020-05-18
220,41,98.05,2020-02-14
589,29,90.02,2020-11-05
350,38,40.78,2020-12-11
776,23,98.84,2020-03-07
489,4,74.92,2020-09-08
152,25,67.27,2020-11-28
786,47,4.27,2020-01-25
559,27,95.0,2020-01-22
158,35,69.7,2020-01-16
802,31,52.32,2020-11-18
635,4,40.02,2020-01-25
577,42,80.94,2020-03-29
560,47,37.09,2020-08-25
426,34,12.76,2020-09-19
255,47,84.71,2020-08-06
512,9,46.31,2020-01-15
902,2,79.29,2020-01-16
280,20,71.48,2020-04-23
108,29,43.51,2020-03-05
568,11,33.67,2020-10-05
871,21,61.76,2020-04-03
588,10,58.56,2020-12-19
744,23,36.5,2020-01-12
380,39,56.68,2020-01-13
464,43,44.91,2020-03-15
155,21,15.12,2020-12-28
580,43,69.36,2020-08-14
721,16,63.0,2020-01-02
878,14,22.83,2020-05-02
424,7,10.16,2020-10-28
18,26,5.24,2020-08-12
625,46,61.54,2020-08-21
599,3,17.2,2020-01-18
898,40,74.93,2020-08-30
594,16,13.18,2020-01-24
902,13,87.35,2020-12-19
723,37,23.08,2020-07-25
472,30,72.34,2020-12-10
578,30,6.18,2020-02-16
565,42,85.98,2020-12-14
453,22,64.22,2020-06-30
754,2,47.09,2020-04-06
585,11,24.22,2020-12-18
608,6,16.13,2020-10-15
848,50,30.19,2020-01-01
5,11,14.56,2020-09-18
136,18,49.64,2020-12-05
479,47,36.6,2020-02-08
4,18,40.72,2020-04-15
601,39,39.97,2020-05-18
63,20,34.92,2020-09-30
534,14,41.31,2020-06-10
593,5,4.9,2020-08-04
98,49,2.44,2020-08-19
854,2,74.68,2020-01-21
675,25,37.13,2020-05-02
168,37,5.85,2020-06-06
909,43,82.49,2020-08-18
685,32,47.88,2020-07-24
351,28,35.04,2020-01-12
350,15,50.8,2020-11-22
701,3,21.77,2020-05-10
755,14,6.96,2020-04-25
299,14,59.76,2020-03-14
58,49,9.12,2020-05-08
170,41,81.37,2020-03-31
105,21,43.59,2020-01-17
784,28,49.31,2020-04-27
920,2,37.21,2020-01-22
39,41,12.41,2020-04-27
968,21,97.14,2020-12-19
411,17,11.25,2020-12-20
179,26,65.26,2020-05-24
527,24,86.38,2020-12-16
847,35,21.8,2020-12-07
12,37,68.76,2020-01-12
220,6,60.26,2020-11-22
414,28,72.17,2020-04-07
23,1,25.82,2020-04-11
316,1,92.66,2020-03-19
175,45,62.02,2020-11-01
610,12,69.11,2020-02-23
506,21,14.26,2020-10-27
677,6,55.65,2020-06-08
60,19,54.12,2020-11-30
609,21,64.1,2020-11-06
554,16,79.62,2020-07-19
856,18,1.91,2020-02-13
171,11,85.33,2020-01-31
649,1,85.11,2020-12-06
226,17,72.69,2020-03-22
587,15,6.38,2020-10-25
473,31,82.19,2020-03-07
778,37,95.27,2020-06-23
428,48,20.3,2020-02-07
576,6,87.64,2020-09-01
227,25,17.34,2020-03-22
503,10,66.28,2020-12-12
429,23,0.88,2020-07-20
320,32,40.72,2020-01-07
613,38,59.31,2020-07-20
31,22,42.66,2020-02-18
941,40,33.33,2020-12-03
813,7,10.49,2020-05-11
181,14,31.11,2020-06-05
785,39,90.77,2020-06-26
430,18,82.37,2020-01-31
97,12,6.82,2020-02-20
846,28,21.14,2020-10-31
359,15,72.88,2020-02-13
13,45,36.44,2020-12-20
306,40,96.9,2020-08-25
41,10,10.9,2020-01-30
439,44,3.1,2020-09-03
985,46,65.57,2020-09-22
241,4,95.23,2020-07-11
369,11,11.34,2020-11-03
38,33,29.33,2020-07-09
944,47,89.83,2020-01-18
28,14,95.34,2020-09-17
554,24,33.91,2020-10-21
655,20,76.35,2020-05-05
127,23,57.91,2020-02-08
721,41,3.07,2020-11-30
592,42,39.75,2020-11-23
122,43,1.95,2020-01-20
627,2,69.38,2020-11-12
167,10,20.14,2020-02-18
913,3,19.67,2020-07-18
877,46,95.61,2020-02-08
260,2,50.91,2020-03-23
772,30,14.78,2020-08-07
196,4,99.72,2020-01-11
313,37,92.92,2020-04-21
707,17,39.21,2020-08-08
595,5,68.12,2020-05-19
952,31,36.6,2020-09-12
161,39,23.46,2020-01-28
432,43,32.91,2020-11-12
91,21,4.1,2020-08-05
648,23,37.39,2020-04-09
601,40,63.28,2020-08-10
781,50,53.55,2020-05-24
650,4,17.56,2020-02-01
146,24,59.83,2020-10-18
699,43,24.1,2020-07-09
312,11,27.79,2020-10-05
218,28,87.08,2020-10-22
434,5,21.42,2020-05-24
495,37,30.48,2020-02-10
93,40,36.41,2020-02-11
957,15,72.81,2020-01-15
796,46,18.66,2020-09-12
615,41,92.64,2020-05-26
926,2,80.95,2020-07-21
814,36,89.01,2020-11-26
133,45,67.69,2020-12-25
847,36,35.47,2020-07-30
459,31,83.72,2020-06-25
99,20,17.83,2020-05-13
814,40,36.11,2020-06-03
112,4,45.82,2020-12-16
261,1,55.12,2020-06-09
497,18,99.6,2020-09-18
247,40,20.27,2020-11-20
962,12,56.14,2020-08-14
146,14,71.25,2020-08-31
202,16,76.06,2020-11-12
863,17,23.55,2020-05-31
833,9,0.83,2020-02-09
541,8,81.33,2020-07-24
198,22,92.84,2020-11-02
437,6,76.85,2020-09-09
178,31,19.8,2020-04-14
429,18,39.75,2020-06-16
253,49,20.52,2020-03-04
850,41,99.8,2020-03-23
19,41,22.57,2020-05-29
794,43,64.91,2020-03-20
973,29,77.22,2020-09-23
430,28,67.86,2020-07-29
729,30,88.21,2020-11-26
728,13,24.13,2020-09-05
425,3,18.66,2020-06-14
116,14,81.51,2020-12-24
964,32,78.09,2020-01-12
598,2,64.73,2020-07-26
468,17,73.73,2020-12-02
917,39,96.94,2020-05-28
437,15,12.53,2020-05-12
222,40,98.66,2020-10-21
311,38,16.68,2020-06-16
568,46,25.75,2020-04-22
485,31,70.13,2020-10-11
311,29,2.51,2020-08-12
159,44,34.55,2020-10-06
136,9,90.38,2020-06-08
186,36,38.23,2020-06-18
717,40,76.66,2020-01-12
868,33,55.84,2020-07-21
276,26,98.12,2020-10-02
417,2,15.43,2020-04-18
473,23,58.22,2020-10-09
582,48,50.63,2020-05-21
292,45,85.23,2020-05-02
230,44,7.35,2020-07-04
618,31,25.19,2020-01-12
167,29,89.96,2020-06-10
920,12,89.52,2020-12-26
623,38,9.73,2020-08-09
217,49,51.94,2020-03-30
201,3,15.77,2020-02-24
176,29,28.8,2020-11-30
339,4,11.6,2020-08-31
734,48,82.07,2020-05-27
672,7,42.09,2020-03-10
563,47,64.22,2020-05-25
6,20,26.06,2020-08-21
758,2,80.46,2020-05-08
330,19,15.27,2020-08-16
396,20,25.7,2020-05-12
257,43,47.5,2020-01-01
99,11,41.21,2020-10-19
960,9,94.6,2020-02-23
346,28,50.85,2020-04-17
844,30,49.2,2020-05-29
634,2,0.83,2020-09-08
493,8,74.02,2020-06-19
599,35,2.32,2020-01-25
359,39,36.68,2020-07-21
960,37,69.42,2020-06-03
933,17,46.45,2020-06-25
265,49,13.05,2020-06-24
970,28,97.64,2020-07-23
267,33,52.32,2020-06-01
994,36,63.25,2020-12-30
100,29,0.88,2020-05-12
463,34,58.85,2020-01-25
640,10,57.4,2020-09-10
498,37,72.66,2020-11-11
386,18,76.9,2020-01-19
540,14,5.7,2020-03-18
478,3,50.86,2020-06-08
612,28,96.26,2020-11-27
356,11,86.82,2020-12-05
59,34,85.81,2020-07-31
291,24,57.44,2020-10-08
607,22,91.07,2020-07-24
568,48,12.17,2020-04-27
206,3,93.51,2020-04-06
529,38,62.3,2020-01-16
479,39,76.84,2020-03-28
106,25,38.14,2020-07-15
406,34,67.16,2020-08-01
831,37,59.93,2020-08-12
939,11,96.96,2020-12-28
304,45,50.34,2020-08-03
299,19,72.41,2020-06-12
83,47,89.69,2020-12-25
477,10,44.58,2020-06-01
791,45,97.32,2020-01-31
959,50,20.02,2020-11-29
377,19,40.47,2020-06-02
933,29,68.4,2020-04-15
211,20,42.8,2020-08-01
685,18,76.5,2020-07-17
828,33,35.41,2020-04-05
37,25,68.01,2020-10-21
671,28,31.81,2020-08-24
348,22,87.46,2020-02-16
925,15,43.61,2020-11-11
191,26,88.34,2020-08-12
876,31,92.52,2020-07-31
343,9,30.7,2020-03-27
173,29,43.53,2020-11-03
809,46,74.15,2020-11-02
87,13,55.43,2020-11-29
224,10,93.34,2020-09-14
604,19,77.31,2020-10-29
466,26,75.65,2020-02-18
45,27,77.33,2020-12-03
973,26,42.17,2020-07-19
407,16,56.92,2020-05-13
600,9,29.82,2020-04-17
898,43,19.69,2020-06-16
498,7,78.81,2020-01-05
130,27,41.62,2020-07-11
597,35,81.2,2020-02-08
966,45,58.49,2020-02-07
2,21,29.01,2020-09-23
564,40,68.97,2020-05-14
673,19,75.26,2020-04-22
318,35,10.68,2020-06-27
886,10,34.92,2020-05-31
685,32,23.22,2020-01-21
691,31,85.76,2020-05-24
246,41,72.89,2020-06-17
187,25,89.34,2020-10-07
117,12,62.94,2020-01-11
3,43,86.06,2020-11-13
529,9,47.28,2020-07-01
31,41,74.18,2020-12-01
88,6,87.62,2020-05-27
947,14,61.19,2020-02-08
779,47,24.77,2020-03-11
83,38,81.56,2020-11-02
158,33,73.57,2020-05-25
361,38,49.64,2020-11-10
486,22,79.16,2020-08-17
27,17,24.92,2020-08-25
569,45,17.99,2020-02-04
335,15,56.08,2020-09-18
446,4,48.55,2020-04-11
843,3,48.92,2020-09-12
24,2,28.07,2020-05-17
751,46,19.23,2020-09-22
359,47,3.41,2020-02-28
32,20,64.56,2020-06-19
722,34,37.32,2020-10-07
28,49,65.47,2020-04-02
882,24,72.9,2020-04-20
565,41,29.92,2020-07-12
566,37,16.32,2020-11-27
551,25,23.61,2020-07-19
446,6,95.81,2020-05-23
296,35,92.01,2020-02-24
568,37,12.52,2020-06-12
729,27,50.32,2020-01-27
886,41,13.1,2020-01-12
365,10,43.1,2020-01-10
519,23,93.18,2020-01-17
613,46,64.35,2020-11-22
164,36,7.49,2020-05-12
675,6,99.53,2020-09-18
524,4,65.81,2020-11-02
276,17,18.83,2020-03-17
815,17,2.7,2020-07-24
886,48,41.72,2020-10-08
811,15,78.76,2020-02-25
763,31,72.57,2020-09-01
832,32,95.48,2020-01-11
698,35,49.48,2020-06-28
968,24,10.54,2020-08-29
813,8,86.7,2020-04-01
386,22,60.35,2020-06-26
681,1,3.19,2020-01-25
479,9,58.8,2020-02-01
60,12,15.37,2020-10-17
698,33,85.43,2020-10-25
767,30,99.66,2020-05-12
410,2,25.84,2020-02-13
205,21,14.4,2020-01-21
853,40,24.75,2020-11-03
522,7,76.5,2020-03-19
5,2,25.94,2020-04-03
286,28,32.64,2020-03-26
544,34,46.64,2020-06-03
154,11,55.41,2020-04-24
910,34,38.81,2020-11-06
351,7,69.21,2020-08-28
752,41,75.07,2020-10-07
413,42,13.55,2020-05-23
21,29,91.34,2020-05-08
1,9,11.34,2020-01-25
592,43,87.93,2020-02-06
234,3,89.59,2020-06-12
790,46,6.2,2020-08-06
321,49,4.73,2020-12-21
706,20,12.35,2020-06-20
215,23,97.28,2020-02-06
269,24,82.79,2020-03-21
392,10,50.36,2020-11-01
591,47,24.72,2020-07-01
755,19,4.98,2020-12-05
928,37,6.78,2020-02-06
860,17,52.6,2020-06-19
881,6,42.72,2020-05-11
962,36,2.92,2020-05-10
319,11,21.8,2020-10-30
357,13,38.87,2020-11-21
490,34,69.74,2020-12-01
816,25,24.83,2020-05-27
540,10,70.92,2020-12-01
811,37,81.75,2020-07-02
344,20,66.85,2020-10-05
58,33,22.47,2020-12-23
15,12,3.46,2020-08-25
373,32,34.44,2020-03-05
597,49,1.85,2020-08-30
829,27,69.68,2020-08-27
265,6,43.66,2020-09-17
962,3,78.28,2020-08-26
520,37,26.02,2020-11-25
762,28,60.04,2020-12-19
44,7,45.97,2020-01-27
726,3,64.43,2020-03-04
548,18,50.88,2020-08-21
814,9,96.93,2020-04-24
184,40,66.96,2020-03-17
835,22,10.02,2020-11-01
350,28,94.79,2020-12-09
246,25,71.41,2020-07-12
607,28,88.69,2020-05-31
974,10,12.08,2020-04-14
420,50,13.96,2020-03-26
419,5,21.1,2020-06-15
264,11,86.61,2020-04-29
843,44,55.34,2020-10-20
939,19,70.0,2020-11-15
304,29,95.19,2020-02-15
509,2,77.72,2020-08-11
317,40,12.28,2020-05-22
474,48,15.54,2020-10-01
489,4,80.87,2020-08-26
606,45,22.17,2020-04-12
45,31,4.55,2020-01-07
442,50,97.62,2020-09-25
501,5,89.04,2020-08-23
101,1,59.84,2020-11-06
519,25,56.84,2020-01-09
413,34,19.75,2020-04-10
974,9,96.48,2020-04-07
126,16,68.74,2020-01-16
782,6,13.02,2020-05-13
344,23,38.24,2020-10-01
895,30,20.04,2020-07-05
257,8,49.26,2020-12-17
916,12,68.38,2020-09-28
249,46,92.02,2020-03-26
704,44,83.96,2020-08-17
602,36,50.62,2020-12-12
497,42,21.2,2020-10-28
708,46,41.32,2020-01-08
749,15,66.75,2020-11-30
779,15,69.51,2020-05-20
95,7,9.98,2020-04-30
507,22,55.63,2020-11-17
627,42,2.65,2020-05-17
519,43,4.51,2020-04-17
315,35,65.57,2020-10-27
446,31,87.1,2020-05-15
887,10,24.57,2020-11-08
547,30,99.95,2020-09-09
743,45,89.4,2020-01-04
451,35,81.39,2020-01-17
686,19,62.59,2020-07-04
319,12,35.69,2020-05-18
260,40,9.52,2020-10-17
222,26,51.91,2020-04-08
948,1,71.98,2020-09-02
947,27,4.44,2020-06-01
855,24,87.72,2020-05-07
835,7,1.91,2020-11-13
319,25,3.28,2020-04-30
822,7,13.17,2020-05-17
872,25,9.33,2020-07-04
89,47,32.85,2020-02-19
300,21,58.78,2020-11-27
599,49,5.9,2020-07-11
24,21,92.66,2020-03-07
781,50,62.65,2020-08-25
857,41,25.1,2020-12-03
58,38,46.45,2020-12-07
717,43,43.14,2020-03-16
640,48,71.48,2020-03-23
518,11,69.94,2020-02-11
714,34,37.88,2020-12-04
757,4,13.69,2020-04-25
307,43,66.57,2020-01-07
458,21,57.08,2020-11-16
930,48,67.71,2020-12-11
485,30,17.11,2020-04-22
461,47,63.64,2020-07-15
395,40,45.82,2020-08-21
711,35,63.61,2020-12-27
272,25,5.97,2020-03-13
618,7,9.62,2020-05-24
843,44,72.36,2020-11-30
611,36,64.78,2020-08-30
197,12,82.8,2020-05-25
803,32,56.73,2020-10-22
869,26,15.29,2020-03-23
322,25,91.08,2020-11-11
290,20,79.93,2020-09-21
307,41,74.52,2020-12-30
168,29,96.96,2020-04-07
906,12,25.6,2020-01-01
320,30,6.85,2020-01-03
393,46,50.99,2020-08-17
413,10,60.7,2020-10-08
316,18,78.6,2020-04-20
230,48,12.68,2020-12-01
948,13,59.95,2020-10-18
590,14,26.04,2020-09-22
556,6,43.57,2020-01-28
433,35,79.68,2020-10-09
293,31,89.46,2020-03-03
394,3,17.16,2020-03-09
229,17,73.68,2020-11-22
801,48,96.54,2020-04-26
17,45,9.64,2020-05-06
929,10,63.74,2020-12-18
899,32,36.97,2020-10-31
204,37,17.64,2020-09-11
588,49,55.05,2020-04-20
512,25,14.49,2020-04-17
454,43,37.86,2020-10-05
705,27,73.0,2020-10-22
143,39,85.87,2020-05-30
966,6,75.77,2020-03-05
406,44,7.61,2020-06-01
557,1,67.73,2020-03-17
501,34,27.18,2020-04-15
843,25,86.71,2020-01-16
731,18,88.65,2020-08-13
276,13,33.25,2020-01-12
942,42,8.48,2020-10-27
250,1,94.78,2020-08-05
107,19,60.68,2020-11-12
996,19,68.88,2020-01-23
204,43,44.04,2020-08-07
565,7,39.03,2020-10-29
817,44,63.56,2020-03-23
605,15,6.05,2020-04-14
670,6,60.86,2020-03-11
371,39,14.36,2020-02-16
991,27,51.68,2020-10-10
946,24,54.9,2020-04-28
692,26,72.7,2020-08-06
596,3,51.35,2020-03-22
516,33,3.2,2020-05-05
660,11,65.98,2020-05-10
504,27,81.13,2020-10-25
704,18,75.86,2020-01-25
379,34,4.61,2020-02-12
683,50,5.13,2020-07-06
384,13,50.59,2020-09-15
841,17,56.32,2020-10-14
927,28,1.1,2020-04-16
585,5,98.21,2020-04-19
701,30,75.7,2020-12-15
840,4,36.2,2020-04-02
71,6,90.38,2020-02-09
886,12,95.48,2020-05-27
967,20,1.56,2020-07-14
958,44,63.68,2020-12-03
940,7,92.86,2020-08-12
878,16,68.65,2020-01-09
96,7,91.51,2020-06-09
207,7,11.26,2020-05-30
741,6,43.76,2020-01-07
644,40,48.81,2020-06-15
430,2,17.16,2020-05-27
970,36,20.57,2020-09-26
803,21,12.62,2020-04-24
410,21,24.5,2020-11-10
438,16,98.86,2020-11-09
406,8,96.14,2020-11-03
510,27,26.62,2020-03-18
945,45,24.16,2020-06-22
397,39,70.77,2020-09-23
513,16,44.25,2020-09-08
378,41,25.34,2020-07-05
19,43,27.4,2020-03-10
312,36,56.24,2020-01-17
96,12,41.98,2020-05-16
327,13,97.27,2020-04-29
12,36,41.84,2020-06-22
126,16,38.63,2020-07-26
810,24,73.94,2020-01-11
330,45,88.8,2020-06-16
780,4,60.87,2020-06-05
475,40,33.9,2020-05-24
811,3,95.17,2020-09-08
389,6,92.03,2020-12-30
213,37,37.16,2020-10-18
119,12,52.21,2020-01-25
740,17,41.79,2020-06-26
609,8,48.56,2020-04-07
870,24,10.28,2020-08-27
127,13,49.8,2020-10-27
740,20,15.53,2020-01-25
276,6,12.28,2020-06-28
498,39,61.25,2020-10-23
200,1,6.3,2020-03-12
484,29,50.14,2020-12-09
630,31,0.78,2020-11-29
85,41,45.48,2020-12-11
234,38,73.42,2020-01-03
473,39,3.96,2020-09-06
734,6,85.59,2020-04-29
50,22,79.56,2020-03-03
41,43,16.65,2020-09-21
81,37,97.21,2020-09-16
686,35,24.23,2020-07-23
999,2,28.37,2020-09-13
145,35,96.45,2020-05-08
753,16,58.51,2020-02-20
417,33,11.27,2020-11-30
455,31,97.08,2020-10-15
806,32,1.29,2020-02-07
470,18,45.63,2020-11-04
562,14,86.91,2020-07-29
105,41,63.7,2020-06-06
896,28,75.6,2020-04-13
113,15,6.66,2020-10-19
432,29,40.07,2020-07-06
866,38,32.85,2020-11-02
370,25,37.97,2020-11-15
